,0,1,2,3,4,5,6,7,8,9,10
02surprised,-0.5698276933502837,0.04157573144762961,-0.2735187233692513,-1.2719304973481047,0.5147896038958776,-1.5627451446275675,0.4860325439757708,0.6240728745068658,0.18241710459418753,0.4297956531343486,2.1060041599132218
02wink,-1.1175574149798313,0.043497543904798645,0.4965118502645314,0.40683011439663197,-0.430588284884462,-0.09752916436638402,0.05120802410389671,1.9327372441602617,-0.5913892447653628,-1.1951262138552934,-0.19120129657195722
03centerlight,-0.019510811522884638,-1.0568798489430198,-0.9123934732130659,0.3689756728931042,-1.206480964208409,-0.15957791564872698,0.23246020993417954,-0.6953716326114813,-0.09431208654588594,1.1395203863426342,-0.40928360258103325
03glasses,-0.3381555365880774,-0.00994208313043197,-0.38555416802563186,-1.198524894317465,-2.400218819313338,-0.5135046774664486,0.7020930032773474,-0.33352945286587826,-0.3111592746673715,1.7033160926791324,0.4258166567323229
03happy,-0.079653912986312,-0.28314517414355334,-0.9536301564357867,0.726713072700535,-0.9257244765975159,0.049775806088459634,1.4490305905772745,0.846890009871185,-1.0085295003058838,0.5084599818389962,0.6637682829984426
03leftlight,-0.5076163463877225,-2.2127063760902286,0.0005782641684684792,-0.5152579359899463,-1.4170910633256404,1.3434833294643604,-0.45358335588321785,-0.8350432234001591,0.251251957677503,-0.18523249659651359,-0.31636666053607293
03noglasses,-0.02333857889234632,-0.3677232594403049,-1.1011823928525395,0.7437122955661408,-0.6356149830077676,-0.48571754422743213,1.3467009534741878,0.03007645086125181,-0.6974930063736225,0.5924807201324463,0.44570079377366556
03normal,-0.02333857889234632,-0.3677232594403049,-1.1011823928525395,0.7437122955661408,-0.6356149830077676,-0.48571754422743213,1.3467009534741878,0.03007645086125181,-0.6974930063736225,0.5924807201324463,0.44570079377366556
03rightlight,2.1121207428957804,1.5786417665696493,0.25045912342562654,-0.34549973717073584,-1.6466682184645793,0.9265579559558009,0.6597596657218782,-0.9235369682818202,-0.5111251226546458,0.41909092427223316,0.5845851503502253
03sad,0.13074007645350266,-0.5075490600839829,-0.999525638675895,0.8173644213973349,-0.4845307363594907,-0.301412341773474,1.7644314860716483,-0.13340704490633423,-0.630451248404428,0.5925382823178952,0.29296623695529617
03sleepy,-0.17545044855052178,-0.3719190169525934,-0.9916069326567213,0.5547736622069356,-0.7075320515917219,-0.07585384034095692,1.1131129712561227,-0.02462479905545758,-0.7340334562019319,0.5172109367748323,0.34406302375577225
03surprised,0.46765093209079267,-0.49208303989584384,-0.991246454055903,0.4893484510098982,0.4984813275781194,-1.1044192945463673,0.16702189920050603,0.20421933840431158,-0.6448341483995074,1.2491327148715052,0.7165904601604653
03wink,-0.15195154423224388,-0.6015863491171753,-0.8346571121647863,0.3667805844585241,-0.9930262187446122,-0.13763436130193932,0.8783387927396574,1.3047094791359604,-0.9699254973536005,0.5584148244734445,0.4886760492576059
04centerlight,0.27911252835251465,-0.8035569788107874,-1.3496241959777426,-1.6846173398846511,0.3460942983015141,-0.5162126186122268,0.011229490366903964,-2.211045246007554,-0.44570073576013114,-0.6105181416119574,0.38268181764550413
04glasses,0.1121999456204243,-0.007084667923726279,-1.0046458784041559,-1.3128288321733197,-0.09884206639159628,-0.47686763939416177,-0.9412849780763367,-1.563002803353176,-0.7791871852621063,-0.7782144082088805,-0.2890964326197559
04happy,0.5542300206954892,-0.12911788919745054,-1.3122889380110925,-1.2054308174032669,1.4604005907037416,-0.9779857104591912,-0.12751681452803165,-0.9065326991733776,0.1084770321278995,-2.505292825152304,0.8579968029022182
04leftlight,0.1911790710753396,-2.1222009943799867,-0.36294925534897865,-0.7667289161394079,-0.7342966688821484,0.831225608195434,-1.7686097794654037,-0.3829484397838342,-0.29348945665952547,-0.44379182678041507,0.2876700505881327
04noglasses,0.5825156124022922,-0.1980808477202096,-1.3451340903257698,-0.9454472391264278,1.4708809377727452,-1.2701447102219892,-0.8510401744579063,-0.8257759054535555,0.32901616434838626,-1.85706112889809,-0.11575038045189431
04normal,0.7679674271640595,-0.22371064883438377,-1.3341763345101907,-1.2239094652105185,1.4587144971737263,-1.2745255394213115,-0.9404174833987734,-0.9594775401016967,0.2226846280326474,-2.6345413763617427,-0.14894238818453348
04rightlight,2.1665541402081856,1.894342815165227,-0.19510343245648712,-1.1303616288198297,-0.8228449474949355,-0.6552171126981962,-0.954271101917287,-0.16454862860247,-0.09510982772503031,-1.2325304123569334,0.02737292542709945
04sad,0.7679674271640595,-0.22371064883438377,-1.3341763345101907,-1.2239094652105185,1.4587144971737263,-1.2745255394213115,-0.9404174833987734,-0.9594775401016967,0.2226846280326474,-2.6345413763617427,-0.14894238818453348
04sleepy,0.4041084433810174,-0.30434805099752815,-1.3260170636971895,-0.5129192221443077,1.4170669675067564,-0.6055634602173999,-0.7415685195611298,-1.0473929607339518,-0.4194619174925538,-1.577966563090131,-0.5100677802579765
04surprised,0.8416532218824758,-0.48648796160541125,-1.120458117447361,-0.653646675241754,1.4287683196360814,-1.429782675843191,-1.4188990120665224,0.07340890383066503,-0.19304340494208966,-2.1323152052691823,-0.8374314169289252
04wink,0.5945178153906118,-0.35759588868963355,-1.4104394735653616,-1.1663055034846443,1.2702420702959556,-0.6385343971266456,-0.9067679867322056,-0.350760173315332,-0.2531573853185558,-2.5943151462381056,-0.6971564772567826
05centerlight,-1.0431853989714066,-0.8097038745516288,1.1405064341173385,-0.9739526520607389,-0.17827596856804262,-1.4528833085407533,-0.6517822165992259,-1.0778521589969707,-2.06624217591226,1.7170846373336581,0.6175703006758803
05glasses,-1.4213776853573497,0.6520483602419785,2.7369857136989113,-1.0140879964160299,1.704277618694004,0.04400004465266676,0.4794201424574541,-1.6062082744930917,-1.8106955641895381,0.8686954056118138,-0.058426712394046086
05happy,-1.517801163695186,0.6163659844509575,2.0271046373721697,-0.1219126587463144,1.1792918486072625,-0.22419230034749893,0.2201726885732837,0.8869577537170767,-2.070737374041275,0.17050899018863558,0.6302685692223032
05leftlight,-1.2690631091471563,-2.1630902081758063,1.855372668140363,-1.7283143741112337,-0.33579849319794275,0.40479817911833665,-0.987315276007303,-0.060888706017116975,-1.2532120821969184,0.3956489536890704,-0.09513267774149148
05noglasses,-1.4958962363242236,0.4368714071756206,2.366206681528511,-0.59537717606088,1.6518382407550622,-0.794092942034656,0.15571570895510375,-0.7482630093182788,-2.262541850780227,0.8139110820689989,0.18517458217507304
05normal,-1.4598576065911018,0.6102474809554239,2.29286450812078,-0.8108088629508023,1.489650944567147,-0.9349918014008101,0.468435167437486,-0.8953648367756215,-1.6041356970561087,0.6911804096344422,-0.034661040759575684
05rightlight,1.5041226832571424,2.825849817614928,2.382205142725118,-1.6350303323895263,-0.3892441368215074,-0.28472572425184767,-0.3419347545337542,-0.03956799875073969,-1.4494614305962936,0.320622077825503,-0.3878655397144938
05sad,-1.5705703770140813,0.5242671664932526,2.1162530179811276,-0.10114275579813986,1.3253188841339987,-0.158619936359145,-0.37198576847828424,-0.18812921538829985,-1.5784160392077775,0.10204697749293949,-0.38658495016554
05sleepy,-1.5439043917261466,0.4622078470591231,2.1233083630023293,-0.12656939247271826,1.382658305001184,-0.1644159098521468,-0.4139647554773891,-0.21243758176184613,-1.52360482042832,0.39380646952268084,-0.1009308354970888
05surprised,-1.4332099895436528,0.6904109729085146,2.0042390427850028,-1.2567816482963527,2.034014382283277,-0.6400662626997221,0.7463141891487732,-1.1015094232640024,-1.2096373316686582,0.30348714898585716,-0.11547218379914871
05wink,-1.4273488250764457,0.552967719664797,2.3135350173048512,-0.056095421452042535,1.7898776334139566,-0.008708441222751372,-0.2129252035500777,-0.8001942857600007,-1.5180550073713441,-0.15515830941672448,-0.6729481822337562
06centerlight,0.9242777649730018,0.4020860878544095,-0.6636524911906282,0.8769414491721411,-1.2530123218502256,0.02537195708282114,-0.3644546799732723,-0.763800740488586,0.3705108584647656,2.6439372638593532,-0.9543601418778798
06glasses,0.16570724085024782,0.6683277107250227,-0.10983081525438618,2.3707481268133614,-0.8227845480937117,1.126984235968812,-0.07125268646182789,-1.1564255080272738,-1.4607249598679048,-0.6327450591085939,1.4090646399709597
06happy,0.13839209551967224,0.5676446361885359,0.27243720675533917,2.5817784892211355,-0.7433903157374099,1.2199061361942234,0.09152757511723096,-0.9015293410583761,-1.1949137909157181,-0.1888383611305904,1.4194447489187054
06leftlight,-0.3013224215012765,-1.83502939102159,0.24214886866374608,0.09966443436019772,-1.5752013017569728,1.1492704673554393,-0.6170146733490856,-1.1003812710872152,-0.35607185073230996,-0.26285731674507085,-0.19274937319017302
06noglasses,0.09924206056518788,0.49392293631554307,0.048274762282829516,2.7252679584931783,-0.39389984101362585,0.8473112139467635,-0.03292029886417593,-1.6314125926177883,-0.9190945272421043,-0.7604542126028753,1.0482988713837393
06normal,0.09924206056518788,0.49392293631554307,0.048274762282829516,2.7252679584931783,-0.39389984101362585,0.8473112139467635,-0.03292029886417593,-1.6314125926177883,-0.9190945272421043,-0.7604542126028753,1.0482988713837393
06rightlight,1.4828659550278498,1.901928051977928,0.10147334839599981,-0.18449833524533152,-1.5267143074472254,0.4478057807586994,-0.7107730594116008,0.6389498959943448,-0.3868606085276539,1.375682009058179,-0.8721188912984387
06sad,0.058973121981909765,0.6207290951718297,-0.30899269847715566,2.3185250369877344,-0.6338009384573631,0.5109127296859609,-0.2838080358826232,-0.5497009665245587,-0.6801121459716998,-0.06866184979319992,0.8569525977609566
06sleepy,0.3945257249683901,0.30508300226514384,-0.07096519211429887,2.6204953509243665,-0.35570933734671745,0.5003496807624737,-0.445045867731129,-1.4971728721896629,-0.6765739483778328,0.05323676006580011,1.2598763211602024
06surprised,0.06522477558662491,0.5656103538292926,-0.12292177347785353,2.2391973906289713,0.5116690916446528,1.0036448527883464,-0.8687746639430373,-1.9280721353190462,-0.1269632873566894,-0.2793189204835087,0.5468558979492186
06wink,0.328290425695834,0.24365565962163424,-0.724016110583964,1.9049084138105044,-0.0773733662988571,0.5846738298926721,-0.28221627187775533,-0.33938729664313094,-1.328101491205661,-0.26784495439971423,1.6653096866931034
07centerlight,-0.2558221945833997,0.017879746416831564,-0.9160061461370572,0.5450479575070807,1.8751576799462477,1.7979683268641558,-0.3220476888833906,-0.03127529792153364,1.4608845165428017,0.7502871787215677,-0.9269585755604945
07glasses,-0.550064732567533,0.9021392162120304,-0.14137235227013317,0.27215308085977674,1.7467546943370478,2.3796313272411207,0.5940042603790338,-0.5134915915550219,1.4105660927099188,0.5944735350052215,-0.40349080029650836
07happy,-0.628394268116639,0.8162267119727731,-0.60464468710512,-0.018711395447129592,1.7288812711199273,1.2196260396333496,0.6392444555785309,1.451884438766561,1.0382864622904082,0.4141777842232723,0.023588538822099523
07leftlight,-1.1787609332996025,-1.4493397100552994,0.24560215879768751,-0.42409017307777536,1.3038534542157343,3.734171248030003,-0.10351706934945315,-0.4095068117620213,0.8564550830716953,-0.5123427005411771,-1.144245848272394
07noglasses,-0.8511566290863193,0.7372982403049464,-0.31320022227444944,0.23554011087505736,2.0828745382225042,1.496549866955379,0.046907202563078905,2.1157208088231627,0.6961805685850717,0.2706552056189404,-1.38157337065405
07normal,-0.8511566290863193,0.7372982403049464,-0.31320022227444944,0.23554011087505736,2.0828745382225042,1.496549866955379,0.046907202563078905,2.1157208088231627,0.6961805685850717,0.2706552056189404,-1.38157337065405
07rightlight,0.8940473063460717,2.196092795268452,0.8687750991409054,0.11247779703556805,1.2019667111216719,3.375705826476396,-0.29382409878463417,-0.39370665155909573,0.1293110209878584,0.6937384264527848,-1.7833932414813676
07sad,-0.6289114519108834,0.8427181225855718,-0.4906826845970673,0.16269301174613884,2.148935182111043,1.7124773777495734,0.7832564457814066,-0.06089746210916144,1.6914808333452664,0.31069010643493933,-0.6108920533931177
07sleepy,-0.7867633990238823,0.8785085761506166,-0.4039559300729798,0.2345339676614353,2.128327566831005,1.526698773376779,0.17874786094269218,1.5440969847143036,0.8457409263124097,0.026169652747312137,-1.20272393564056
07surprised,0.20480380093367537,0.7487886973837611,-0.4260283920605059,-1.626158215480149,2.706083222857967,0.7481913706493615,1.7094540517022438,-1.1534056348090695,1.2435985154964302,0.8860962540960269,0.9017448482142258
07wink,-0.9177992229205618,0.5133902242353842,0.3870189577175265,0.48513642113186883,1.7762303943947118,2.101154741431833,-0.3362592078354589,2.0004937725114313,0.1537106839311468,0.24743523412592514,-1.5464913850653905
08centerlight,0.03028407434906392,0.6863990152551275,-0.8691405559100926,-1.782014255405114,-0.7885114633134516,-0.8471054506274165,-0.1405618428533543,-0.4102727341373099,0.5328318596144157,1.083747800547294,0.17546745142905876
08glasses,-0.7575848663892115,0.7008063177461404,-0.12244170467111291,-0.5417698704589247,-1.6136796777918851,0.6558511850807153,-1.1027621785219508,0.04268764706153637,-0.8594969590767693,-0.6987052080204499,-1.8554710311671474
08happy,-0.6006241010988738,0.4544651130104215,0.0674269441991823,-0.16787469498525437,-1.2669292125696234,0.4760126851944937,-1.5383447163276418,0.8596896579816622,-1.3606326606956938,-0.20103374075426872,0.45674877407176007
08leftlight,-0.8377337660107769,-1.4586557799308757,-0.01887703426129211,-1.51483900924073,-1.3736599021135543,0.5539041949457792,-0.815236314093583,0.18887475821250554,-0.602509671144359,-0.21064828509732642,-1.487597004186555
08noglasses,-0.41655586396604455,0.4209169065659718,-0.6737134048345879,-0.8638143537527031,-0.2437226894491018,-0.2728080987988166,-0.6488747327876355,0.5282895754771105,0.1469092699596245,-1.0821457641948222,-0.5274050346029776
08normal,-0.7575848663892115,0.7008063177461404,-0.12244170467111291,-0.5417698704589247,-1.6136796777918851,0.6558511850807153,-1.1027621785219508,0.04268764706153637,-0.8594969590767693,-0.6987052080204499,-1.8554710311671474
08rightlight,0.9227190037488694,1.8367616544013576,0.16562979914267886,-1.3605894736781226,-1.9121621791901398,0.06731368213767967,-0.7773961318625099,1.0923958225434482,-0.8432339201351517,-0.26743276967096086,-1.752590732258016
08sad,-0.6199269604244595,0.12727728888551065,0.4280984919806098,-0.8677933442404416,-0.3619508803416713,-0.7568361163670629,-2.4300368406177295,1.6612594809566439,-0.8123602520419312,1.109623388049215,0.40063888508795215
08sleepy,-0.5519284857986959,0.39832978586121365,-0.03824401263299509,-1.1930194194116763,-1.0857428140238234,-0.34641619304990834,-2.192547621095156,0.7452917932411803,0.12560910708591258,0.20430837584491165,-0.4890557424500096
08surprised,-0.23350468893071738,0.032817954184098774,-0.35639193163296784,-1.3460399356813055,-0.0689052088387139,-1.1112840477326338,-1.9159936383714735,1.0756016828765822,-1.2184172548319276,0.10136666349011005,1.4415821515783729
08wink,-0.3119700259954188,0.2731507458325612,-0.5492102627387248,-1.7584424618400574,-0.6059042989137207,-0.24344333532868684,-1.089231141082815,0.6986689834083023,-0.08916567797139288,-0.12365522098097595,-0.7249744378275781
09centerlight,-0.48018175232182975,0.5364838306735378,-0.30617639799320634,-0.9110106318419502,0.02602616475251684,-1.0891572308247282,1.122987654046191,-1.0626608882395228,2.157611822412721,2.3491066029862737,1.0838248353803537
09glasses,-0.9450286804296307,0.4909866700740595,0.1986364115875277,-0.475954572051528,-0.49191552297394125,-0.8043714159277129,0.45404114368953574,0.11582118720923433,2.2303014915117774,0.4211957366450397,1.039827605513848
09happy,-0.7882904284690017,0.46794460191276055,0.441212842219412,1.12366800260077,-0.5147950664941435,-0.07099178930370736,0.6690482612596995,-0.07231014507128491,1.2065281303443278,-0.3735092068626667,1.4544808670862008
09leftlight,-1.052066112753909,-1.8895583358965833,0.5372662747265307,-1.0730535063960929,-1.072458348959373,0.6865223683076218,-0.6966150291254826,0.18003588204088156,1.4933342939278078,0.16834438880847263,0.7522494173822416
09noglasses,-0.7612235912003541,0.28811642525538717,0.481245649470511,0.8383251663520095,-0.6945119619825704,-0.8218998922431401,-0.7022546734205041,0.965331199469518,2.32513487940652,0.10405885534787922,0.8839826533800346
09normal,-0.7612235912003541,0.28811642525538717,0.481245649470511,0.8383251663520095,-0.6945119619825704,-0.8218998922431401,-0.7022546734205041,0.965331199469518,2.32513487940652,0.10405885534787922,0.8839826533800346
09rightlight,1.083287081772873,2.182668520678361,0.8374308998913979,-0.4991648695867084,-1.2119594240242033,-0.10669235134737745,-0.8616005062349495,0.9842019661320697,1.560893814063055,-0.040076380192547806,0.021426647770432905
09sad,-0.9605083253974452,0.377167825258227,0.3536103481543277,0.15451205474311913,-0.36697480499583407,-0.20109602329219303,0.005968478684059572,0.43507802129903317,2.5473369928302922,-0.9748992653508365,-0.48508296329181794
09sleepy,-0.7895988839495093,0.23200529745293033,0.655995797236931,0.7784115201264702,-0.7801720382521895,-0.21926708192254984,-1.2653352102614321,1.1377547255327611,2.403671824423342,-0.7824936644531779,0.16058488286544437
09surprised,-0.66055860343219,0.6444005876672146,0.5853278457648786,0.03343617080095227,0.4088871100128894,-1.3557007334163145,0.735975341216716,-1.3752597115397627,1.7187669183224967,1.0244288518735776,1.8427974822091764
09wink,-0.6042812466015509,0.05993168479177103,0.8145236902981317,0.21455306193323972,-0.418749343798608,-0.8775561557341504,-1.9024797280668206,2.384697676438774,1.312113897108067,0.3669981294947165,0.8723735650328148
10centerlight,-0.1781021981732811,-0.7478144772713543,-0.8140906280824507,0.6748563573679917,0.09590151827900968,0.817051334229736,-0.6223669832485548,-1.661356301746275,0.5566041209430829,1.9211887596920911,-1.2233651940665724
10glasses,-0.04258049471999425,-0.08673556422104314,-1.07260627503523,0.06576896313283973,0.5708230896421498,-0.5185982664709037,-0.7796907998563308,-1.169668957944452,0.442015926554288,2.111284689958555,-0.6277200512319412
10happy,-0.11736647332514613,0.16472757524456055,-0.7390367298617223,1.433753542882371,0.28815572290308844,0.4241955305930161,-1.012861525491603,-0.41332164174301333,-0.3280598793291082,0.8932443796960376,-0.13331310177209493
10leftlight,-0.35426605833667696,-1.8558550832677105,-0.8512241552346594,-0.8197187758495786,-0.1691842707642895,1.0712169020316427,-0.7189747088233097,-1.1627398579743524,0.24812698310104048,1.118524419205296,-0.2611346798719325
10noglasses,0.04309374427675237,0.08833408436503988,-1.161406560935216,0.27605424578022464,0.7528493880871294,-0.580300730258116,-0.8187829087770945,-1.3435739261885251,0.5949994019820534,1.4084736865323968,-0.9545785761892998
10normal,-0.09561870574021042,0.15656709067595026,-1.0432039287210881,0.5512490122621869,0.6230999762166213,-0.4849499796908054,-1.0046534984083098,-1.0892071911711456,0.6836619185939142,1.4799539264612132,-0.9588112147641888
10rightlight,1.1908337929215846,1.707593411492011,-0.0861135502102209,0.18323833401251502,-0.7126986326451252,0.3973840144927504,-0.4022427370355499,-0.4323829502267028,0.43883659885798415,1.4095168138131111,-1.0708378791439066
10sad,-0.018089634140493003,0.10811272545318175,-1.170427793608114,0.3005516293860847,0.6555952754342804,-0.6702778936915083,-0.7640441683437784,-1.3223631911746663,0.5281035243815533,1.4820507293751002,-0.9310941588310063
10sleepy,-0.06390082914590348,0.11258167686611247,-1.1969611723554292,0.2654671129254432,0.7853571196415432,-0.4358540517492325,-0.7808897254819153,-1.1735975002518542,0.6011629043915997,1.6622466116270829,-0.652077110162705
10surprised,0.41162556459099986,-0.2511292830957831,-0.8963496166186555,-0.017155402618932933,1.051385273514692,-1.7699351982135858,-0.9931813307809079,-0.972016250271952,-0.07366578325981704,1.957898942729526,-0.014264224354453302
10wink,0.13428563220138953,-0.11148100262793303,-1.1038058424908543,0.45151541414428087,0.8993692525351051,-0.6783566536985736,-1.5401785604074387,-0.3292301264824281,0.17058873027630533,1.0758012307158493,-1.1177920561156633
11centerlight,2.5224251558113426,-1.1835373719483935,0.8681509457277966,0.31661705096081266,0.613137334632077,0.3443642732605689,0.3185415365695331,0.4567569682610066,0.45757583417046643,2.2209261550314485,-0.9925496431218627
11glasses,2.6811875683419695,-1.4397426205627646,1.5291210218056506,0.04796484806775152,0.4114438529840515,0.7490482850075456,0.7150754077632467,0.09679316008578386,0.46485315336681154,-1.9250230389615672,1.0366163542833287
11happy,2.245502175313676,-1.5354253938757045,2.179915753242255,0.5417107180985296,0.9136293764101552,-0.62497841424159,-0.47170121257137493,1.5092762514134723,0.7637733081311382,0.8913370203238639,0.44639102309744505
11leftlight,1.8800943127344099,-2.346925498740391,1.1172323345698392,-0.7600823293737907,-0.08023390898872043,2.366817193322787,0.7068111229226463,-0.6402127597706475,0.3793691611954516,-0.7812531922062452,1.74909225042309
11noglasses,2.554504567019118,-1.430560622421894,1.9671286381413333,0.5126714805891658,0.8958553780236101,-0.49315467643569727,0.2139400563670032,0.6726669449400853,1.0555132682735304,0.31967206426859274,0.44085545398166265
11normal,2.4534820119378313,-1.6465487089939865,1.9670743182057702,0.4504125715726568,0.800093963291922,-0.4477735322616143,0.0384003272635634,0.351731273460125,0.721522427501345,-0.49835328571672627,0.6377019764705479
11rightlight,3.1046804006406252,0.3527839907980679,1.1899020114112322,-1.492293811848218,-0.27299102854901186,1.785598236296217,1.1147810695352058,0.08570700838986278,-0.1684240393954715,-1.2230468558708811,1.2785638344565398
11sad,2.2237689873176234,-1.4755868794693696,1.0487650310559509,0.3062419558325201,0.7061759536067653,-0.18127452817283446,0.2399408615099059,1.53381571913092,1.0269818069954595,0.5322994859826433,-0.6758475257433145
11sleepy,2.4242045683762146,-1.4861941719840996,1.384277323056784,0.5673375155042061,0.7446648692029467,-0.2033587364315719,0.23001416819962103,1.1262585353181265,1.1181537703310123,1.0579182342277207,-0.2713771399492011
11surprised,2.2139150586042686,-1.520605278611519,2.325028168214339,0.06465383817128198,1.512784443108762,-0.8661901206453324,0.1856133882481343,-0.5963676016639531,-0.1490944687686021,-0.87107389187623,1.3705780586803409
11wink,2.4949334309397426,-1.3079929549416924,1.4891531898797463,0.5364626048589142,0.7115675381283504,-0.3958156008439408,0.1179686962292833,1.362802469689666,1.0877096251874199,0.41382203349693175,0.030625269339703155
12centerlight,-0.2554519619847707,-0.22003467067621577,-0.08783554022596987,0.620710762425912,-1.0029104696175872,-0.24197289262595037,-0.1354780624539894,-1.096166052706379,1.4454650313700848,0.25703154839991843,-0.7249083427819702
12glasses,-0.9831228859424355,-0.03104644035201883,0.5344523187545933,-0.0007650819291026937,-0.591649406286495,-1.1767479942746406,0.11686118564291506,-1.2562180788410482,0.8179301536973534,-0.45866030629605187,0.5653798953745117
12happy,-0.6062292343032265,0.020253121525712604,1.722149137893023,1.4938227966586926,-0.6571551795358824,-0.2470514131606737,-0.7024658088632171,0.010457279454777561,0.2583316872517371,1.2804776790488948,1.9317511202398103
12leftlight,-0.7232053486065364,-2.2148227528917004,1.1203051689672452,-0.6659704445116424,-0.5311328080107571,0.002573355685554456,-0.7905273820037264,0.04862038277597569,0.21935683611883006,0.7700580638477066,0.17067629795914432
12noglasses,-0.9181916621187495,-0.18515281138970185,0.9383538154890712,1.2426640987340292,-0.5774961990535461,-0.6933274371320745,-0.7374430643435382,-0.25215755432078696,-0.4115110375012854,-0.7581923430173476,0.18085558997312812
12normal,-0.9181916621187495,-0.18515281138970185,0.9383538154890712,1.2426640987340292,-0.5774961990535461,-0.6933274371320745,-0.7374430643435382,-0.25215755432078696,-0.4115110375012854,-0.7581923430173476,0.18085558997312812
12rightlight,0.789659394253163,1.717814649729093,0.43344168472201583,-0.7937121763621774,-1.6504640901010381,-0.5780896215453676,-0.591779927204542,0.35716701892573055,0.9244162606216035,-0.9303435969712233,-0.8977559533588274
